experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time
graph_experiment,sedan-9d6929cf-0c1c-40fa-a7b3-98b9843dc96e,1,1,1,1,0.02,2.171113
graph_experiment,sedan-9d6929cf-0c1c-40fa-a7b3-98b9843dc96e,1,2,1,2,3.161441,6.320591
graph_experiment,sedan-9d6929cf-0c1c-40fa-a7b3-98b9843dc96e,1,3,1,3,7.32005,11.63772
