experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time
graph_experiment,fray-8ddd9004-23ea-47a5-9ff4-f39c534b2134,1,1,1,1,0.02,2.855621
graph_experiment,fray-8ddd9004-23ea-47a5-9ff4-f39c534b2134,1,2,1,2,3.840943,22.22782
graph_experiment,fray-8ddd9004-23ea-47a5-9ff4-f39c534b2134,1,3,1,3,23.22228,61058.23
